user id,gender,age,occupation,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,unknown count,Action count,Adventure count,Animation count,Children's count,Comedy count,Crime count,Documentary count,Drama count,Fantasy count,Film-Noir count,Horror count,Musical count,Mystery count,Romance count,Sci-Fi count,Thriller count,War count,Western count
137,M,50,educator,0,5.0,0,3.0,3.0,3.0,0,0,0,0,5.0,0,0,0,0,5.0,5.0,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,2,2,0,0
138,M,46,doctor,0,0,0,4.0,4.0,4.0,5.0,0,3.0,0,0,0,0,0,3.0,0,5.0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0
139,M,20,student,0,0,0,0,0,3.5,5.0,0,4.0,0,0,0,0,0,3.0,0,5.0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,1,0,0
140,F,30,student,0,3.0,0,0,0,3.0,0,0,4.0,0,0,3.0,0,0,5.0,0,3.0,4.0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,2,2,0
141,M,49,programmer,0,0,0,0,0,5.0,4.0,0,4.666666666666667,0,0,0,0,0,0,5.0,4.0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,0,0
142,M,13,other,0,0,0,0,5.0,4.5,0,0,4.0,0,0,0,5.0,4.0,0,4.0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,1,0,1,0,0,0
143,M,42,technician,0,4.0,4.0,0,0,0,0,0,3.0,0,0,0,0,0,2.0,3.5,0,3.0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,2,0,2,0
144,M,53,programmer,0,4.0,0,4.0,4.0,4.0,0,0,3.3333333333333335,0,0,0,0,0,0,2.0,0,0,0,0,1,0,1,2,3,0,0,3,0,0,0,0,0,0,1,0,0,0
145,M,31,entertainment,0,3.0,0,0,0,3.0,4.333333333333333,0,2.0,0,0,3.0,0,0,0,0,4.333333333333333,0,0,0,1,0,0,0,1,3,0,1,0,0,1,0,0,0,0,3,0,0
146,M,45,artist,0,4.0,3.0,0,0,4.0,0,0,4.5,0,0,0,0,0,0,3.5,5.0,4.0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,2,1,2,0
147,F,40,librarian,0,0,0,0,0,5.0,4.0,0,4.0,0,4.0,0,0,4.0,5.0,3.0,3.5,5.0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,1,1,2,1,0
148,M,33,engineer,0,5.0,5.0,0,4.0,4.5,5.0,0,4.5,0,0,0,0,0,5.0,5.0,0,5.0,0,0,1,1,0,1,2,1,0,2,0,0,0,0,0,2,1,0,2,0
149,F,35,marketing,0,3.0,0,0,0,0,0,0,2.75,0,0,0,0,0,4.0,3.0,3.0,3.0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,1,0
150,F,20,artist,0,0,0,0,0,3.5,0,0,3.0,0,0,4.0,0,2.0,4.0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,1,1,0,0,0,0
151,F,38,administrator,0,5.0,0,5.0,5.0,5.0,0,0,4.666666666666667,0,0,0,0,0,5.0,0,0,0,0,0,1,0,1,1,2,0,0,3,0,0,0,0,0,1,0,0,0,0
152,F,33,educator,0,4.0,3.0,0,5.0,4.0,0,0,5.0,0,0,0,3.0,0,5.0,0,4.0,0,0,0,2,1,0,1,2,0,0,2,0,0,0,1,0,1,0,2,0,0
153,M,25,student,0,2.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,5.0,1.0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,3,3,1,3,0
154,M,25,student,0,4.5,4.5,0,0,4.0,0,0,4.0,0,0,0,0,0,4.0,4.0,0,4.0,0,0,2,2,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0
155,F,32,other,0,2.0,0,0,0,0,0,0,3.5,0,0,3.0,0,0,5.0,0,2.3333333333333335,2.0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,3,1,0
156,M,25,educator,0,0,0,0,0,3.0,0,0,3.3333333333333335,0,0,0,0,0,3.0,0,2.0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0
157,M,57,engineer,0,4.5,4.5,0,0,3.0,5.0,0,5.0,0,0,0,0,0,3.5,4.0,5.0,4.0,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,2,1,2,1,0
158,M,50,educator,0,4.0,0,0,0,4.0,0,0,4.25,0,0,0,0,0,4.0,5.0,0,4.0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,1,0
159,F,23,student,0,5.0,5.0,0,0,0,5.0,0,4.333333333333333,0,0,0,0,0,0,5.0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0
160,M,27,programmer,0,0,0,0,0,4.0,4.0,0,2.5,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
161,M,50,lawyer,0,2.0,2.0,0,0,4.0,0,0,2.0,0,0,0,0,0,3.0,2.0,0,2.6666666666666665,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,2,1,0,3,0
162,M,25,artist,0,4.0,0,4.0,4.0,4.0,4.0,0,3.5,0,0,0,0,0,0,3.0,4.0,0,0,0,1,0,1,1,1,1,0,2,0,0,0,0,0,0,1,2,0,0
163,M,49,administrator,0,3.0,0,0,0,3.0,0,0,3.5,0,0,0,0,0,3.0,4.0,3.0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,1,1,0,0
164,M,47,healthcare,0,4.0,4.0,0,0,4.0,4.5,0,4.5,0,0,0,0,0,0,4.0,5.0,0,0,0,1,1,0,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0
165,F,20,other,0,4.0,0,5.0,0,5.0,3.5,0,4.5,0,0,0,0,0,0,0,3.0,0,0,0,1,0,1,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0
166,M,47,educator,0,5.0,0,0,3.0,3.0,0,0,3.0,0,0,0,0,0,3.0,0,0,1.0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,2,0,0,1,0
167,M,37,other,0,5.0,0,0,5.0,5.0,0,0,4.5,0,0,0,0,0,5.0,5.0,5.0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,1,1,1,0,0
168,M,48,other,0,4.0,4.0,5.0,5.0,5.0,0,0,1.0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
169,F,52,other,0,5.0,5.0,0,0,3.0,0,0,4.5,0,0,0,0,0,5.0,4.0,0,4.5,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,2,0
170,F,53,healthcare,0,0,0,0,3.0,3.0,0,0,3.0,0,0,3.0,0,0,0,3.0,3.0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,1,0,0
171,F,48,educator,0,0,0,0,0,4.0,0,0,4.0,0,0,0,0,0,0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,1,0,0
172,M,55,marketing,0,0,0,0,0,2.5,0,0,3.5,0,0,0,0,4.0,0,0,3.0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0
173,M,56,other,0,4.0,0,0,3.0,3.0,0,0,4.0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,1,1,1,0
174,F,30,administrator,0,0,0,3.0,3.0,3.0,5.0,0,5.0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,2,0,0
175,F,26,scientist,0,5.0,5.0,0,0,0,4.5,0,5.0,0,0,0,0,0,5.0,5.0,4.5,5.0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,1,2,1,0
176,M,28,scientist,0,0,0,0,0,4.0,0,0,5.0,0,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0
177,M,20,programmer,0,0,0,0,0,0,4.5,0,4.5,0,0,0,0,0,0,4.0,4.666666666666667,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,3,0,0
178,M,26,other,0,4.0,4.0,4.0,4.0,4.0,0,0,3.0,0,0,0,0,0,0,4.0,4.0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0
179,M,15,entertainment,0,2.5,1.0,0,0,0,4.0,0,0,0,4.0,5.0,0,4.0,0,1.0,4.333333333333333,1.0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,1,0,1,3,1,0
180,F,22,administrator,0,5.0,0,0,0,4.0,2.0,0,5.0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0
181,M,26,executive,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
182,M,36,programmer,0,5.0,5.0,4.0,4.0,4.0,0,3.0,4.0,0,0,0,0,0,5.0,5.0,0,5.0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0
183,M,33,scientist,0,2.0,2.0,0,0,0,4.0,0,3.5,0,0,0,0,0,3.0,2.0,3.5,2.0,0,0,2,2,0,0,0,1,0,2,0,0,0,0,0,2,2,2,1,0
184,M,37,librarian,0,0,0,4.0,4.0,4.0,0,0,3.5,0,0,0,0,0,4.0,3.0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,1,1,0,0,0
185,F,53,librarian,0,4.0,4.0,0,0,4.0,0,0,4.0,0,0,0,0,0,4.0,4.0,0,4.0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0
186,F,39,executive,0,0,0,0,0,0,2.6666666666666665,0,3.5,0,0,0,0,0,4.0,5.0,3.3333333333333335,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,1,3,0,0
187,M,26,educator,0,0,0,0,5.0,5.0,0,0,4.5,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,1,0,0
188,M,42,student,0,4.0,0,0,0,0,4.5,0,4.0,0,0,0,0,0,0,0,4.0,5.0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,1,0
189,M,32,artist,0,5.0,0,0,5.0,5.0,0,0,4.5,0,0,0,0,0,0,3.0,0,5.0,0,0,1,0,0,1,2,0,0,4,0,0,0,0,0,0,1,0,1,0
190,M,30,administrator,0,3.0,3.0,0,0,0,3.0,0,3.0,0,0,0,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0
191,M,33,administrator,0,4.0,4.0,0,0,5.0,0,0,5.0,0,0,0,0,0,0,0,4.333333333333333,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0
192,M,42,educator,0,4.0,4.0,0,0,4.0,0,0,4.5,0,0,0,0,0,4.0,4.0,0,4.0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0
193,M,29,student,0,2.0,2.0,4.0,4.0,4.0,2.0,0,4.0,0,0,0,0,0,0,0,4.0,0,0,0,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0
194,M,38,administrator,0,0,0,0,3.0,3.5,0,0,3.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0
195,M,42,scientist,0,0,0,0,0,4.0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
196,M,49,writer,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
197,M,55,technician,0,3.6666666666666665,3.0,0,0,3.0,1.0,0,4.0,0,0,0,0,0,0,0,2.0,5.0,0,0,3,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,1,0
198,F,21,student,0,3.0,0,4.0,4.0,3.0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0
199,M,30,writer,0,0,0,1.0,1.0,1.0,0,0,4.333333333333333,0,0,0,0,0,4.0,4.0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,1,1,0,0,0
200,M,40,programmer,0,4.5,0,5.0,5.0,5.0,0,0,4.333333333333333,0,0,0,0,0,0,0,5.0,4.0,0,0,2,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0
201,M,27,writer,0,0,0,3.0,3.0,3.0,4.0,0,3.0,0,0,0,0,0,0,3.0,4.0,3.0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,1,1,0
202,F,41,educator,0,4.0,0,3.0,3.0,3.0,0,0,2.0,0,0,0,0,2.0,0,2.5,4.0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,2,1,0,0
203,F,25,student,0,4.0,4.0,0,0,5.0,1.0,0,3.0,0,0,0,0,0,3.0,4.0,1.0,0,0,0,1,1,0,0,1,1,0,3,0,0,0,0,0,1,1,1,0,0
204,F,52,librarian,0,0,0,0,0,5.0,4.0,0,4.333333333333333,0,0,0,0,0,5.0,0,4.0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,1,0,0
205,M,47,lawyer,0,0,0,0,0,3.5,0,0,2.0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0
206,F,14,student,0,0,0,0,0,3.5,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
207,M,39,marketing,0,0,0,0,0,0,3.0,0,3.5,0,0,0,0,0,0,0,2.6666666666666665,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0
208,M,43,engineer,0,0,4.0,0,0,4.5,5.0,0,3.0,0,0,0,0,0,4.0,0,0,0,4.0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,1
209,F,33,educator,0,0,0,5.0,5.0,4.5,0,0,3.0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0
210,M,39,engineer,0,4.0,0,5.0,5.0,4.5,0,0,4.333333333333333,0,0,0,0,0,0,0,5.0,0,0,0,1,0,1,1,2,0,0,3,0,0,0,0,0,0,0,1,0,0
211,M,66,salesman,0,4.0,4.0,0,0,0,0,0,3.6666666666666665,0,0,0,0,0,0,0,4.0,5.0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0
212,F,49,educator,0,2.0,0,0,0,0,2.0,0,4.0,0,0,0,0,0,0,0,0,5.0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0
213,M,33,executive,0,5.0,5.0,0,0,5.0,5.0,0,4.0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,1,1,1,0
214,F,26,librarian,0,3.0,3.0,0,4.0,4.0,4.0,0,4.0,0,0,0,0,0,4.0,0,4.5,0,0,0,1,1,0,1,1,3,0,2,0,0,0,0,0,1,0,2,0,0
215,M,35,programmer,0,4.5,5.0,0,0,0,0,0,3.3333333333333335,0,0,0,0,0,5.0,5.0,3.5,5.0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,1,1,2,1,0
216,M,22,engineer,0,5.0,0,4.0,4.0,4.0,5.0,0,5.0,0,0,0,0,0,0,0,4.5,5.0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,2,1,0
217,M,22,other,0,3.0,2.0,0,0,2.5,3.0,0,0,0,0,3.0,0,0,4.0,0,3.6666666666666665,0,0,0,3,1,0,0,2,3,0,0,0,0,1,0,0,1,0,3,0,0
218,M,37,administrator,0,2.0,0,0,3.0,3.5,2.0,0,3.5,0,0,0,0,0,0,2.0,4.0,0,0,0,1,0,0,1,2,1,0,2,0,0,0,0,0,0,1,1,0,0
219,M,32,programmer,0,4.0,0,1.0,1.0,4.0,0,0,4.5,0,0,0,1.0,0,0,1.0,3.0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,1,0,0,1,2,0,0
220,M,30,librarian,0,0,0,0,0,5.0,0,0,3.5,0,0,0,4.0,0,0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,1,0,0
221,M,19,student,0,4.0,0,0,0,0,5.0,0,4.0,0,0,0,0,0,0,4.0,4.5,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0
222,M,29,programmer,0,3.3333333333333335,3.0,0,0,2.0,3.3333333333333335,0,5.0,0,0,2.0,0,0,0,0,4.0,0,0,0,3,1,0,0,1,3,0,1,0,0,1,0,0,0,0,3,0,0
223,F,19,student,0,4.5,5.0,5.0,5.0,5.0,0,0,4.0,0,0,0,5.0,0,0,0,4.5,0,0,0,2,1,2,2,1,0,0,1,0,0,0,2,0,0,0,2,0,0
224,F,31,educator,0,2.6666666666666665,0,0,0,2.0,1.0,0,3.5,0,0,0,0,0,1.5,0,3.5,0,0,0,3,0,0,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0
225,F,51,administrator,0,0,0,0,0,5.0,5.0,0,4.666666666666667,0,0,0,0,0,4.0,0,5.0,4.0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,1,1,0
226,M,28,student,0,0,0,0,0,4.0,5.0,0,3.0,0,0,0,0,0,4.0,0,4.0,4.0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,2,1,0
227,M,46,executive,0,0,0,0,0,5.0,5.0,0,4.333333333333333,0,0,0,0,0,4.0,0,5.0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,1,0,0
228,F,21,student,0,0,0,0,0,0,2.0,0,2.75,0,0,0,0,0,4.0,0,0,5.0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,0
229,F,29,librarian,0,3.0,0,0,0,4.0,0,0,3.0,0,0,4.0,0,0,0,0,3.5,3.0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,1,0
230,F,28,student,0,5.0,0,5.0,5.0,4.0,0,0,4.0,0,0,0,0,0,0,0,0,4.0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0
231,M,48,librarian,0,4.0,4.0,3.0,3.0,3.0,0,0,4.0,0,0,0,0,0,3.5,4.0,0,4.0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,2,1,0,1,0
232,M,45,scientist,0,4.0,0,0,0,4.0,0,4.5,4.0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0
233,M,38,engineer,0,3.0,0,0,3.0,3.0,2.0,0,3.6666666666666665,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,1,2,1,0,3,0,0,0,0,0,0,0,1,0,0
234,M,60,retired,0,3.0,2.0,0,0,4.0,3.0,0,3.3333333333333335,0,0,0,0,0,0,0,2.5,0,0,0,2,1,0,0,1,1,0,3,0,0,0,0,0,0,0,2,0,0
235,M,37,educator,0,5.0,5.0,4.0,4.0,3.3333333333333335,0,0,0,0,0,0,0,0,3.6666666666666665,5.0,0,4.5,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,3,1,0,2,0
236,F,44,writer,0,3.5,3.0,0,0,0,5.0,0,4.666666666666667,0,0,0,0,0,3.0,3.0,4.0,3.0,0,0,2,1,0,0,0,1,0,3,0,0,0,0,0,1,1,1,1,0
237,M,49,administrator,0,5.0,0,0,0,0,5.0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
238,F,42,administrator,0,0,2.0,0,2.0,2.5,0,0,3.0,0,0,0,0,0,3.0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,3,0,0,0,0
239,M,39,artist,0,5.0,0,0,0,5.0,5.0,0,5.0,0,0,0,0,0,5.0,5.0,5.0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,0,0
240,F,23,educator,0,4.0,0,0,0,5.0,0,0,4.5,0,0,0,0,0,0,0,4.0,4.0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0
241,F,26,student,0,0,0,0,0,0,0,0,4.0,0,0,5.0,0,0,4.5,3.0,4.0,5.0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,2,1,0
242,M,33,educator,0,0,0,4.0,4.0,4.0,0,0,5.0,0,0,0,0,0,4.666666666666667,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,3,0,0,0,0
243,M,33,educator,0,0,0,4.0,4.5,4.5,0,0,4.0,0,0,0,0,0,0,3.0,0,4.0,0,0,0,0,1,2,2,0,0,3,0,0,0,0,0,0,1,0,1,0
244,M,28,technician,0,0,0,4.0,4.0,4.5,0,0,5.0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0
245,M,22,student,0,3.0,3.0,0,3.0,3.0,0,0,2.0,0,0,0,3.0,0,2.0,0,3.0,2.0,0,0,2,3,0,1,2,0,0,1,0,0,0,1,0,1,0,1,1,0
246,M,19,student,0,4.0,4.0,0,0,3.0,4.333333333333333,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0
247,M,28,engineer,0,0,0,0,0,5.0,0,0,4.333333333333333,0,0,0,0,0,5.0,4.0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0
248,M,25,student,0,3.5,5.0,3.0,3.0,3.0,0,0,2.0,0,0,0,0,0,5.0,3.5,0,3.5,0,0,2,1,1,1,1,0,0,2,0,0,0,0,0,1,2,0,2,0
249,M,25,student,0,3.5,3.0,4.0,4.0,4.0,0,0,4.5,0,0,0,0,0,0,5.0,3.0,0,0,0,2,1,1,1,2,0,0,2,0,0,0,0,0,0,1,1,0,0
250,M,29,executive,0,4.5,5.0,0,0,0,5.0,0,3.0,0,0,0,0,0,5.0,5.0,4.5,5.0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,1,1,2,1,0
251,M,28,doctor,0,4.0,3.0,4.0,4.0,4.0,3.0,0,4.0,0,0,0,0,0,0,3.0,0,5.0,0,0,2,1,1,1,1,1,0,2,0,0,0,0,0,0,1,0,1,0
252,M,42,engineer,0,0,0,5.0,5.0,5.0,0,0,4.666666666666667,0,0,0,0,5.0,4.0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,1,1,0,0,0,0
253,F,26,librarian,0,4.0,0,5.0,4.5,4.333333333333333,5.0,0,4.0,0,0,0,0,0,0,0,5.0,0,0,0,1,0,1,2,3,1,0,2,0,0,0,0,0,0,0,1,0,0
254,M,44,educator,0,3.5,3.0,3.0,4.0,3.6666666666666665,0,0,4.5,0,0,0,3.0,0,0,0,3.0,4.0,0,0,2,1,1,2,3,0,0,2,0,0,0,1,0,0,0,1,1,0
255,M,23,entertainment,0,0,0,0,0,0,3.3333333333333335,0,3.0,0,0,0,0,0,0,2.0,2.5,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,1,2,0,0
256,F,35,none,0,0,0,5.0,5.0,5.0,5.0,0,5.0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,2,0,0
257,M,17,student,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0
258,F,19,student,0,5.0,0,0,0,4.0,0,0,3.5,0,0,0,0,0,5.0,2.0,5.0,5.0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,1,0
259,M,21,student,0,4.0,4.0,0,0,3.0,4.0,0,3.3333333333333335,0,0,0,0,0,0,4.0,0,0,4.0,0,1,1,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,1
260,F,40,artist,0,0,0,0,0,0,3.0,0,4.0,0,0,3.0,0,3.0,0,4.0,3.6666666666666665,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,0,2,3,0,0
261,M,28,administrator,0,4.0,0,0,5.0,5.0,0,0,4.5,0,0,4.0,0,0,5.0,0,4.0,4.0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,0,1,0,2,1,0
262,F,19,student,0,0,0,3.0,3.0,3.5,0,0,3.5,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0
263,M,41,programmer,0,3.0,0,5.0,5.0,5.0,0,0,3.3333333333333335,0,0,0,0,0,0,0,3.3333333333333335,4.0,0,0,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,3,1,0
264,F,36,writer,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,4.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0
265,M,26,executive,0,2.0,2.0,5.0,5.0,5.0,5.0,0,3.0,0,0,0,0,0,2.0,2.0,5.0,2.0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,0,1,1,1,1,0
266,F,62,administrator,0,0,0,0,0,3.0,5.0,0,4.333333333333333,0,0,0,0,0,4.0,0,5.0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,1,0,0
267,M,23,engineer,0,3.0,3.0,0,0,3.0,3.6666666666666665,0,3.0,0,0,0,0,0,0,0,3.6666666666666665,0,0,0,2,2,0,0,1,3,0,1,0,0,0,0,0,0,0,3,0,0
268,M,24,engineer,0,4.0,0,0,0,4.0,4.0,0,4.0,0,0,0,0,0,0,0,2.5,4.0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,1,0
269,F,31,librarian,0,2.0,0,0,2.0,2.0,2.5,0,2.0,0,0,2.0,0,0,0,0,2.6666666666666665,0,0,0,1,0,0,1,2,2,0,1,0,0,1,0,0,0,0,3,0,0
270,F,18,student,0,5.0,5.0,0,0,5.0,5.0,0,4.5,0,0,0,0,0,5.0,4.5,5.0,5.0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,1,2,1,1,0
271,M,51,engineer,0,3.0,1.0,0,0,5.0,4.0,0,4.5,0,0,0,0,0,0,0,2.5,0,0,0,2,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0
272,M,33,scientist,0,4.0,4.0,0,0,4.0,0,4.0,5.0,0,0,0,0,0,4.0,4.0,5.0,4.0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0
273,F,50,other,0,0,3.0,0,3.0,0,0,0,4.0,0,0,0,0,0,4.0,0,0,3.0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,2,0,0,1,0
274,F,20,student,0,0,0,4.0,4.0,5.0,0,0,5.0,0,0,0,4.0,0,5.0,0,0,5.0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0
